authorID,rank,name,PaperCount,CitationCount,year
2055247794,14728,A. El Abbadi,96,3270,2010
1965004193,13379,Aaron Hertzmann,163,15984,2018
2129619966,14525,Aarti Gupta,224,5526,2017
1985629368,13042,Abigail Sellen,300,15832,2016
2115569417,13688,Abraham Kandel,378,9217,1998
2251809919,13220,Abraham Silberschatz,246,13548,1996
2136484952,13759,Adam Finkelstein,122,9484,2014
2132461468,12835,Adam Smith,325,23339,2020
2201755339,11381,Adi Shamir,238,63949,2020
457026902,14003,Adnan Darwiche,217,9508,2018
2213385919,12150,Adrian Perrig,366,45194,2016
2110155496,13822,Ahmed E. Hassan,316,14683,2022
2057816297,13431,Ahmed K. Elmagarmid,294,16516,2012
1208251994,13936,Ahmed Sameh,241,4767,1999
2228514421,14089,Aidong Zhang,423,8416,2017
660900409,14314,Akinori Yonezawa,223,4349,1999
2000084407,13619,Alan Bundy,617,9686,2014
2472388376,13690,Alan Edelman,160,12164,2020
1970116039,13486,Alan H. Barr,70,9452,1995
2443838674,16515,Alan Kay,29,1130,2008
727408494,15534,Alan W. Biermann,66,1014,2000
2743143419,15106,Albert G. Greenberg,47,1583,2006
2250310737,14057,Albert R. Meyer,115,4748,2000
681596721,12014,Alberto Sangiovanni-Vincentelli,1016,39038,2014
2110739081,13666,Alec Wolman,89,8295,2018
2067453598,13147,Alex Aiken,293,17081,2008
2112598219,13734,Alex C. Snoeren,167,8368,2018
1459957267,14331,Alex Pothen,127,4420,2022
2115607830,13244,Alexander L. Wolf,271,12365,2006
2115388567,13328,Alexander Vardy,243,12248,2017
2244150349,13881,Alfons Kemper,371,8486,2022
2380581373,11817,Alfred V. Aho,137,30292,1996
2105930983,14213,Alfred Z. Spector,57,1969,2006
2121878995,13918,Alistair Sinclair,105,7487,2012
2009650199,14353,Alla Sheffer,137,7227,2021
2130144971,13682,Allan Borodin,134,8196,2014
2293769500,14801,Allan Gottlieb,70,1591,2004
935383222,13691,Allison Druin,251,9176,2016
2147783234,13337,Alok Choudhary,675,16648,2009
2154833104,12932,Alon Halevy,217,22880,2006
2274593112,15074,Ambuj Goyal,36,1787,2002
295064773,12344,Amin Vahdat,347,32474,2011
2171343426,12267,Amir Pnueli,321,34407,2007
2295682018,12512,Amit P. Sheth,795,33666,2020
2159933393,12609,Amit Sahai,260,34287,2018
1577021311,12836,Amos Fiat,154,14575,2021
2120785847,13777,Amr El Abbadi,291,9681,2010
2167092868,13708,Anand Sivasubramaniam,319,10037,2017
2282754113,13105,Anant Agarwal,244,14793,2007
2024002627,14291,Anastasia Ailamaki,220,7345,2015
2005108218,14449,Andreas Moshovos,132,5555,2017
2617797510,16606,Andreas Reuter,46,994,2019
2106620385,13582,Andreas Zeller,296,14157,2010
2614356407,13747,Andrew A. Chien,245,8062,2004
2141746463,13938,Andrew C. Myers,171,9803,2013
2101841271,13908,Andrew D. Gordon,197,11266,2020
2165119604,14814,Andrew M. Pitts,113,4402,2012
2131293038,12042,Andrew McCallum,397,54587,2017
2112376960,16478,Andrew Myers,38,813,2013
2068854845,12917,Andrew S. Tanenbaum,327,15733,1996
2130754085,12677,Andrew Tomkins,212,22691,2020
2129291095,13093,Andrew V. Goldberg,165,14398,2009
2120329599,13768,Andrew W. Appel,233,8992,1998
2149961428,13571,Andries van Dam,114,4999,1994
2202017631,14743,André Seznec,154,3507,2016
299775663,13230,Angelos D. Keromytis,380,16318,2017
2162010601,11062,Anil K. Jain,986,150955,2003
2105257805,14219,Anita K. Jones,25,1544,1996
227075345,14231,Anne Condon,140,6506,2010
699770294,13328,Anne-Marie Kermarrec,315,14759,2016
2199033490,14862,Anthony I. Wasserman,94,1956,1996
2534974593,13672,Anthony Ralston,59,3879,1994
2421154409,13993,Antonio González,350,8552,2020
2101398122,13433,Aravind K. Joshi,266,13255,1998
2128242943,13730,Aravind Srinivasan,222,10397,2014
2132849971,13338,Arie E. Kaufman,435,13832,2009
2169735298,13886,Arnold L. Rosenberg,274,5199,1996
2088689873,13050,Arvind Krishnamurthy,309,20588,2020
2240333828,13193,Ashutosh Sabharwal,324,14208,2022
2135728993,14395,Assaf Schuster,253,6008,2015
31335080,12545,Avi Wigderson,310,25818,2018
2137000917,12639,Avrim Blum,233,25028,2007
1227273176,14190,Axel van Lamsweerde,75,6716,2000
2149857775,11411,Azriel Rosenfeld,641,39771,1994
2236620033,13437,B. Chandrasekaran,191,8905,1996
336558674,13509,Baba C. Vemuri,288,11291,2009
117387042,13776,Babak Falsafi,207,10965,2015
2153421060,13901,Baining Guo,235,10910,2011
2108719851,13382,Balaji Prabhakar,151,12270,2017
2139647612,13995,Barbara G. Ryder,173,7396,1998
328532754,13524,Barbara J. Grosz,155,11477,2003
2084056563,12593,Barbara Liskov,197,20533,1996
2068686281,12369,Barry Boehm,533,30449,1997
1966117383,13110,Bart Selman,246,18848,2012
2155251401,13531,Barton P. Miller,231,8633,2001
2242179040,14186,Batya Friedman,131,7713,2021
2047212534,15107,Bella Bose,147,2457,2004
668764113,11936,Ben Shneiderman,756,54380,1997
2166435812,12663,Ben Y. Zhao,237,21995,2021
2037466936,13487,Beng Chin Ooi,393,15973,2011
1988947184,13660,Benjamin C. Pierce,253,13352,2012
688151781,14233,Benjamin W. Wah,255,5853,2004
2395715331,14930,Bernard A. Galler,61,686,1994
2076086827,13226,Bernard Chazelle,226,15667,1996
1989269690,13626,Bernhard Nebel,279,9984,2021
2224599527,15866,Bernhard Schoelkopf,59,1581,2017
1620943014,11980,Bernt Schiele,498,52774,2021
2161925446,13195,Bertrand Meyer,404,14580,2008
2298201484,13757,Bhavani Thuraisingham,668,8770,2018
2289360256,13288,Bill Curtis,86,11038,2022
2244698799,12564,Bing Liu,432,44134,2015
179039431,13168,Bjarne Stroustrup,123,9702,1994
2199786071,13801,Boaz Barak,185,11967,2022
2315546843,13524,Bonnie Berger,328,19165,2003
2141255014,14022,Bonnie J. Dorr,263,7446,2020
2117127927,12733,Brad A. Myers,461,22238,2005
2131229705,12480,Brent Waters,164,38002,2021
2178752965,14287,Brian Levine,203,13976,2020
2157465969,13451,Brian Neil Levine,126,12813,2020
2029293694,13088,Brian Randell,273,11171,2008
302009331,14476,Bronis R. de Supinski,198,5389,2022
2134251575,15906,Bruce Croft,23,1224,1997
731745793,13655,Bruce M. Maggs,178,9433,2018
2183038711,13994,Bruce R. Donald,231,7814,2009
2110661079,14652,Bud Mishra,210,3296,2007
2717655333,15768,Burton Smith,43,1385,1994
1785551945,12181,Butler W. Lampson,165,14096,1994
2132561488,15774,C. Dianne Martin,84,802,1999
1999182239,14472,C. J. van Rijsbergen,75,2714,2003
2124749556,12908,C. Lee Giles,556,21355,2006
2111484020,14723,Carl Ebeling,82,3299,2011
2045278166,11990,Carl Kesselman,268,44693,2017
2233149120,14003,Carlo Ghezzi,307,7746,1999
139773092,13456,Carlo H. Séquin,246,6129,1998
2198144429,12803,Carlo Tomasi,155,26465,2016
2028117853,13698,Carlo Zaniolo,322,8948,2019
2182731144,14161,Carlos José Pereira de Lucena,490,5896,2013
2133227394,12918,Cathy H. Wu,310,31962,2020
345432764,14058,Catriel Beeri,85,5679,2007
2075027297,15762,Chandra Narayanaswami,37,1081,2020
2006893438,13782,Chandrajit L. Bajaj,361,9445,2009
16313686,13972,Chandramohan A. Thekkath,59,5157,2009
2137029746,12271,Charles E. Leiserson,204,38535,2006
2100283947,15256,Charles P. Thacker,22,1565,1994
2315463675,14018,Charles W. Bachman,40,1191,2014
2146335907,12632,Charu C. Aggarwal,627,37519,2013
2152766206,13029,ChengXiang Zhai,452,25646,2017
2099764636,13312,Chenyang Lu,307,16280,2020
396576954,15849,Cherri M. Pancake,69,843,2001
2111630871,15396,Chien-Ming Chen,177,2100,2006
2168176072,12255,Chih-Jen Lin,182,71979,2015
2311529153,13848,Chris S. Wallace,76,5503,1995
2250947825,13866,Christian Cachin,169,8181,2019
2187435788,15333,Christian Damsgaard Jensen,130,1685,2011
2159644763,13150,Christian S. Jensen,570,20063,2011
2156811675,13892,Christine L. Borgman,360,7637,2013
84450470,12937,Christophe Diot,242,18124,2005
2198983026,11809,Christos Faloutsos,776,64947,2010
2220829341,12008,Christos H. Papadimitriou,463,49307,2001
713250648,13368,Christos Kozyrakis,216,16080,2016
2644649439,14803,Christos Papadimitriou,220,5048,2001
229573375,13189,Claire Cardie,225,17086,2019
2163169701,14165,Clarence A. Ellis,82,4970,1998
2142468959,13623,Cliff B. Jones,344,9185,1995
2281900866,14780,Clifford A. Lynch,104,2355,2017
2148836898,13561,Clifford Stein,218,14048,2012
2090235954,14527,Constantinos Daskalakis,147,6026,2022
2237799081,14340,Cordell Green,39,1646,1994
2134830209,12560,Corinna Cortes,120,36028,2022
2130341195,13883,Cormac Flanagan,142,9792,2020
1991211814,13289,Craig A. Knoblock,358,13518,2017
2060802895,13369,Craig Boutilier,253,15771,2012
2248009761,14107,Craig Gotsman,172,7691,2022
2108566742,13272,Craig Partridge,113,9891,2003
208343995,12267,Cynthia Dwork,197,36007,2015
2104129307,12684,Dacheng Tao,1216,55766,2019
2195039702,13912,Dahlia Malkhi,212,8269,2011
2144406363,14412,Dale Miller,207,6009,2021
201828038,11845,Dan Boneh,350,62964,2016
108551919,13730,Dan Gusfield,154,11324,2017
2130285077,14644,Dan Halperin,193,4171,2018
2148302434,14368,Dan R. Olsen,83,3261,2006
2122007671,12782,Dan Roth,505,22311,2011
1986159374,12856,Dan Suciu,366,21307,2011
2421071093,13818,Daniel A. Menascé,236,8023,1997
2421208202,13683,Daniel A. Reed,252,8066,2003
1986498546,13098,Daniel A. Spielman,102,13545,2010
9988965,13050,Daniel Cohen-Or,405,26348,2021
2624621800,15155,Daniel D. McCracken,42,680,1994
2170206103,13192,Daniel J. Abadi,81,14126,2020
250841333,13636,Daniel J. Rosenkrantz,141,5560,1995
2120858950,14208,Daniel Jackson,138,7144,2016
2223948068,12639,Daniela Rus,803,35576,2014
1983290808,12643,Danny Dolev,292,17788,2007
2148365076,14247,David A. Bader,279,6344,2021
2098984663,11689,David A. Patterson,523,63305,1994
2316719408,13275,David A. Wood,732,29081,2005
1983664831,14168,David B. Lomet,159,5943,2002
2203547071,13873,David Basin,363,9863,2018
2112153251,13525,David Brooks,245,13356,2020
2135387429,12395,David D. Clark,202,18716,2001
2002613147,13318,David Eppstein,419,14567,2011
2069733440,14086,David F. Bacon,130,5375,2009
2003447161,12458,David Forsyth,349,25053,2013
2256096860,12851,David Garlan,390,22216,2013
1980295760,13166,David Gries,219,9831,1994
2135926280,14408,David Grove,105,5117,2012
427806604,12562,David Harel,370,25805,1994
2021640924,12119,David Heckerman,420,48346,2011
1979791317,12334,David J. DeWitt,220,25628,1995
2029723031,15405,David J. Farber,32,858,2001
2067941078,15700,David J. Kasik,52,717,2013
705603598,13594,David J. Kuck,63,4689,1994
2222853225,12522,David K. Gifford,227,30427,2011
2043852209,13206,David Kotz,338,14277,2020
2148325455,12598,David L. Dill,237,26255,2005
2112308037,13190,David L. Mills,92,5513,1999
79943208,13685,David L. Waltz,90,5591,1999
88694571,12773,David Lorge Parnas,220,15047,1994
2289542319,12097,David M. Blei,300,68231,2015
2463054195,13459,David M. Mount,186,12310,2022
2170784007,13691,David M. Nicol,342,9582,2005
2618847259,14689,David MacQueen,34,2738,1999
2064546257,13032,David Maier,323,15562,1998
477007165,13665,David Notkin,167,9422,1998
573397282,13225,David P. Dobkin,97,13303,1997
2123005755,13638,David Padua,259,9064,2007
1903060929,13082,David Peleg,466,17961,2016
2182166124,13623,David S. Rosenblum,207,9820,2010
2163362677,14496,David S. Warren,126,4488,2000
2128700811,15250,David S. Wise,60,1188,2004
2041937263,13773,David Ungar,106,5922,2010
2064270007,12584,David Wetherall,171,23672,2011
2105831863,14718,David Williamson,129,5851,2013
2033707519,13957,David Z. Pan,485,8036,2021
2169649541,14106,David Zuckerman,95,6241,2013
2131252044,12150,Dawn Song,391,49182,2019
2127250160,11218,Deborah Estrin,627,79280,2000
1960698960,13416,Deepak Ganesan,145,9727,2021
668754370,12024,Demetri Terzopoulos,313,39650,2007
2080123422,14087,Denis Zorin,184,8140,2022
2082974086,13005,Dennis Shasha,485,18732,2013
2100396847,13389,Der-Tsai Lee,288,11085,1997
2041783100,13465,Dexter Kozen,288,12300,2003
2166965298,13153,Dharma P. Agrawal,726,17433,1998
2094557653,14345,Diana Marculescu,256,6173,2019
145047672,15464,Diane L. Souvaine,79,1376,2011
1987600604,12908,Diego Calvanese,461,23037,2019
2231782831,12052,Dieter Fox,324,42449,2020
194212017,12942,Dina Katabi,225,22727,2013
54991345,15186,Dines Bjørner,154,1857,2005
2146473740,12741,Dinesh Manocha,792,28036,2009
2196778472,12920,Divesh Srivastava,438,20888,2011
2169544959,13316,Divyakant Agrawal,460,16104,2011
2147025125,13639,Domenico Ferrari,76,4377,2001
2144924319,11940,Donald A. Norman,345,51231,2001
2137000881,11701,Donald E. Knuth,320,47647,1994
2474479974,14891,Donald E. Thomas,95,2145,2007
2242617642,13359,Donald Kossmann,279,13102,2010
2086033821,12939,Donald P. Greenberg,163,12633,1995
290533546,14569,Donald W. Loveland,58,4658,2000
2103789662,12520,Dong Yu,327,31679,2022
2607944759,15508,Donn B. Parker,43,922,2001
2054682710,12449,Dorin Comaniciu,609,35917,2017
2357457453,12849,Dorothy E. Denning,130,12315,1995
2307956062,12824,Douglas B. Terry,111,12930,2008
2157490056,15308,Douglas C. Burger,136,2154,2010
2149828693,13502,Douglas E. Comer,250,6514,2000
678127074,13513,Dragomir R. Radev,260,15993,2015
2237883256,13452,Ed H. Chi,286,15113,2022
2167811012,13628,Edith Cohen,149,9240,2017
2462175395,15356,Edmund Clarke,161,2284,1998
2129477832,12083,Edmund M. Clarke,365,55163,1998
2670407451,13687,Edouard Bugnion,60,5466,2017
2137842401,11843,Edsger W. Dijkstra,227,38667,1994
2086686599,13295,Edward A. Feigenbaum,189,6974,2007
2159046469,13121,Edward A. Fox,578,11120,2017
2307951894,13865,Edward M. Reingold,102,7038,1996
234653941,13325,Edward W. Felten,144,11232,2007
2419965122,13625,Edward Y. Chang,335,11907,2021
2139423477,13307,Elad Hazan,162,14789,2021
697582,13678,Elaine J. Weyuker,163,9185,1997
1735009869,13881,Elchanan Mossel,241,9190,2021
2170777979,13907,Elena Ferrari,354,8249,2019
265232414,13347,Eli Upfal,241,12568,2005
717547165,12683,Elisa Bertino,1244,30306,2003
176939268,14752,Elizabeth Belding,146,3703,2018
18171182,13500,Elizabeth D. Mynatt,241,10922,2015
730947879,14010,Elizabeth F. Churchill,348,8108,2019
2047986224,13055,Ellen M. Voorhees,173,15335,2018
2068860363,13383,Ellen Zegura,226,11873,2013
2091164281,14721,Eric Allender,174,3394,2006
2311152712,15438,Eric Grimson,40,2063,2014
1970391018,12092,Eric Horvitz,889,56956,2014
582660059,13399,Erol Gelenbe,588,16877,2001
171783842,13209,Eugene H. Spafford,225,9880,1998
1804802447,13843,Evgeniy Gabrilovich,135,11502,2021
2002204972,16146,Faith Ellen,57,870,2014
270906047,13493,Farinaz Koushanfar,312,14008,2022
2122982230,13386,Farnam Jahanian,127,9551,2009
2472728339,14366,Feifei Li,190,6105,2021
2291088731,12169,Fernando Pereira,210,39489,2010
2248192384,13535,Filippo Menczer,240,18152,2020
2022488008,14829,Foto N. Afrati,145,2909,2014
2052618510,13876,Francine Berman,120,6863,2000
2012531759,12810,Franco P. Preparata,210,15467,1995
2107119837,14000,Frank Mueller,281,7926,2018
114048148,13919,Frank Pfenning,271,10973,2015
2271303423,14923,Frank Wm. Tompa,93,1807,2010
2106636992,13108,Fred B. Schneider,256,14677,1995
2130226629,12944,Frédo Durand,298,26818,2016
2722433249,14215,Gabriel H. Loh,232,7387,2017
141796421,12824,Gaetano Borriello,259,16349,2009
2100357700,13624,Gail C. Murphy,195,12217,2017
1961305742,14767,Ganesan Ramalingam,110,3575,2016
2235094860,12763,Garth A. Gibson,245,17430,2012
2156579430,12537,Gary J. Sullivan,152,26631,2022
2155251200,13406,Gary L. Miller,280,10003,2002
2153820154,13920,Gary M. Olson,205,8194,2007
2112689123,13625,Gautam Das,398,11302,2021
465425324,12704,Gene Tsudik,408,23773,2014
2165267828,12744,Geoffrey C. Fox,945,20000,2011
241629895,12918,Geoffrey M. Voelker,196,16763,2017
1873538321,13341,Georg Gottlob,426,18509,2007
2140331667,14120,George E. Collins,51,3252,2004
2172094290,12751,George G. Robertson,207,18443,2001
2040462121,12597,George Varghese,276,24364,2002
278923979,13516,Gerald Tesauro,116,8934,2018
2028047182,13467,Gerard J. Holzmann,161,14015,2011
2101230262,11693,Gerard Salton,222,43963,1995
2176357113,13218,Gerhard Fischer,480,18536,2009
514836396,12785,Gerhard Weikum,786,27006,2005
2229929104,13880,Gernot Heiser,227,9391,2014
1988326922,13101,Gio Wiederhold,309,13566,1995
2192390985,13099,Giovanni Vigna,273,20062,2019
2113802512,13310,Giuseppe De Giacomo,348,14031,2015
3118800607,13383,Gonzalo Navarro,521,17741,2022
2101413274,14562,Gopal Gupta,259,3581,1998
2108307508,13334,Gordon B. Davis,103,24445,1997
2076549375,13216,Gordon Plotkin,200,16537,2020
64567716,12385,Grady Booch,159,23934,1995
2190072679,13670,Graham Cormode,243,13344,2020
683339272,14283,Greg Morrisett,116,6042,2013
562619066,13350,Gregor Kiczales,106,15207,2012
2093074657,13839,Gregor von Bochmann,322,5477,1996
620732773,12356,Gregory D. Abowd,435,35827,2008
2160887871,14670,Gregory R. Andrews,49,2757,1998
2225363634,15802,Guang Gao,81,2720,2007
1909978535,14123,Guang R. Gao,430,6448,2007
2161553928,13442,Gul Agha,331,12721,2018
171423152,13593,Gurindar S. Sohi,132,9504,2003
2122271048,13420,Gustavo Alonso,405,14590,2012
149058271,13580,Guy E. Blelloch,244,10250,2011
2501552208,12915,Guy L. Steele,169,12638,1994
360112113,12765,H. V. Jagadish,386,22637,2003
2913216944,14089,Haesun Park,240,9702,2020
685665164,14102,Hagit Attiya,219,6364,2009
2171500837,13743,Haitao Zheng,201,9830,2022
1177580883,15807,Hal Berghel,116,876,1998
2213038480,13513,Hamid Pirahesh,88,8838,2008
89934235,12800,Hanan Samet,370,21889,1996
2128739099,13553,Hang Li,255,16651,2022
2050071469,13980,Hans-Jörg Schek,152,6320,2001
1919135125,12232,Hans-Peter Kriegel,439,51508,2009
